0,0,30,0,-100,-100,-100,-17,-100,-100,-100
1,0,35,0,-100,-100,-100,-67,-100,-100,-100
2,0,40,0,-90,-100,-100,-77,-100,-100,-100
3,0,45,0,-88,-100,-100,-82,-100,-100,-100
4,0,50,0,-87,-100,-100,-86,-100,-100,-100
5,0,55,0,-86,-100,-100,-88,-100,-100,-100
6,0,60,0,-86,-100,-100,-91,-100,-100,-100
7,5,30,0,-100,-100,-100,-67,-100,-100,-100
8,5,35,0,-90,-100,-100,-72,-100,-100,-100
9,5,40,0,-88,-100,-100,-78,-100,-100,-100
10,5,45,0,-86,-100,-100,-82,-100,-100,-100
11,5,50,0,-84,-100,-100,-86,-100,-100,-100
12,5,55,0,-82,-100,-100,-89,-100,-100,-100
13,5,60,0,-82,-100,-100,-100,-100,-100,-100
14,10,30,0,-100,-100,-100,-77,-91,-100,-100
15,10,35,0,-89,-100,-100,-78,-100,-100,-100
16,10,40,0,-87,-100,-100,-81,-100,-100,-100
17,10,45,0,-84,-100,-100,-84,-100,-100,-100
18,10,50,0,-81,-100,-100,-87,-100,-100,-100
19,10,55,0,-78,-100,-100,-89,-100,-100,-100
20,10,60,0,-77,-100,-100,-100,-100,-100,-100
21,15,30,0,-100,-100,-100,-82,-88,-100,-100
22,15,35,0,-89,-100,-100,-82,-89,-100,-100
23,15,40,0,-86,-100,-100,-84,-89,-100,-100
24,15,45,0,-82,-100,-100,-86,-90,-100,-100
25,15,50,0,-78,-100,-100,-88,-100,-100,-100
26,15,55,0,-72,-100,-100,-90,-100,-100,-100
27,15,60,0,-67,-100,-100,-100,-100,-100,-100
28,20,30,0,-91,-100,-100,-86,-86,-100,-100
29,20,35,0,-88,-100,-100,-86,-86,-100,-100
30,20,40,0,-86,-100,-100,-87,-87,-100,-100
31,20,45,0,-82,-100,-100,-88,-88,-100,-100
32,20,50,0,-77,-100,-100,-90,-90,-100,-100
33,20,55,0,-67,-100,-100,-100,-100,-100,-100
34,20,60,0,-17,-100,-100,-100,-100,-100,-100
35,25,30,0,-100,-100,-100,-88,-82,-100,-100
