0,0,30,0,-100,-100,-100,33,-100,-100,-100
1,0,33,0,-100,-100,-100,-40,-100,-100,-100
2,0,36,0,-100,-100,-100,-55,-100,-100,-100
3,0,39,0,-91,-100,-100,-64,-100,-100,-100
4,0,42,0,-89,-100,-100,-70,-100,-100,-100
5,0,45,0,-87,-100,-100,-75,-100,-100,-100
6,0,48,0,-86,-100,-100,-79,-100,-100,-100
7,0,51,0,-85,-100,-100,-83,-100,-100,-100
8,0,54,0,-83,-100,-100,-86,-100,-100,-100
9,0,57,0,-83,-100,-100,-88,-100,-100,-100
10,0,60,0,-83,-100,-100,-90,-100,-100,-100
11,3,30,0,-100,-100,-100,-40,-100,-100,-100
12,3,33,0,-100,-100,-100,-48,-100,-100,-100
13,3,36,0,-91,-100,-100,-58,-100,-100,-100
14,3,39,0,-89,-100,-100,-65,-100,-100,-100
15,3,42,0,-87,-100,-100,-71,-100,-100,-100
16,3,45,0,-85,-100,-100,-76,-100,-100,-100
17,3,48,0,-83,-100,-100,-80,-100,-100,-100
18,3,51,0,-82,-100,-100,-83,-100,-100,-100
19,3,54,0,-80,-100,-100,-86,-100,-100,-100
20,3,57,0,-79,-100,-100,-88,-100,-100,-100
21,3,60,0,-79,-100,-100,-100,-100,-100,-100
22,6,30,0,-100,-100,-100,-55,-100,-100,-100
23,6,33,0,-100,-100,-100,-58,-100,-100,-100
24,6,36,0,-90,-100,-100,-63,-100,-100,-100
25,6,39,0,-88,-100,-100,-68,-100,-100,-100
26,6,42,0,-85,-100,-100,-73,-100,-100,-100
27,6,45,0,-83,-100,-100,-77,-100,-100,-100
28,6,48,0,-81,-100,-100,-80,-100,-100,-100
29,6,51,0,-79,-100,-100,-83,-100,-100,-100
30,6,54,0,-77,-100,-100,-86,-100,-100,-100
31,6,57,0,-75,-100,-100,-89,-100,-100,-100
32,6,60,0,-75,-100,-100,-100,-100,-100,-100
33,9,30,0,-100,-100,-100,-64,-100,-100,-100
34,9,33,0,-91,-100,-100,-65,-100,-100,-100
35,9,36,0,-89,-100,-100,-68,-100,-100,-100
36,9,39,0,-86,-100,-100,-72,-100,-100,-100
37,9,42,0,-84,-100,-100,-75,-100,-100,-100
38,9,45,0,-81,-100,-100,-79,-100,-100,-100
