0,0,30,0,-100,-100,-100,33,-100,-100,-100
1,0,32,0,-100,-100,-100,-32,-100,-100,-100
2,0,34,0,-100,-100,-100,-47,-100,-100,-100
3,0,36,0,-100,-100,-100,-55,-100,-100,-100
4,0,38,0,-91,-100,-100,-62,-100,-100,-100
5,0,40,0,-90,-100,-100,-67,-100,-100,-100
6,0,42,0,-89,-100,-100,-70,-100,-100,-100
7,0,44,0,-88,-100,-100,-74,-100,-100,-100
8,0,46,0,-87,-100,-100,-77,-100,-100,-100
9,0,48,0,-86,-100,-100,-79,-100,-100,-100
10,0,50,0,-85,-100,-100,-82,-100,-100,-100
11,0,52,0,-84,-100,-100,-84,-100,-100,-100
12,0,54,0,-83,-100,-100,-86,-100,-100,-100
13,0,56,0,-83,-100,-100,-87,-100,-100,-100
14,0,58,0,-83,-100,-100,-89,-100,-100,-100
15,0,60,0,-83,-100,-100,-90,-100,-100,-100
16,2,30,0,-100,-100,-100,-32,-100,-100,-100
17,2,32,0,-100,-100,-100,-39,-100,-100,-100
18,2,34,0,-100,-100,-100,-49,-100,-100,-100
19,2,36,0,-91,-100,-100,-57,-100,-100,-100
20,2,38,0,-90,-100,-100,-62,-100,-100,-100
21,2,40,0,-89,-100,-100,-67,-100,-100,-100
22,2,42,0,-88,-100,-100,-71,-100,-100,-100
23,2,44,0,-87,-100,-100,-74,-100,-100,-100
24,2,46,0,-85,-100,-100,-77,-100,-100,-100
25,2,48,0,-84,-100,-100,-79,-100,-100,-100
26,2,50,0,-83,-100,-100,-82,-100,-100,-100
27,2,52,0,-82,-100,-100,-84,-100,-100,-100
28,2,54,0,-81,-100,-100,-86,-100,-100,-100
29,2,56,0,-81,-100,-100,-87,-100,-100,-100
30,2,58,0,-80,-100,-100,-89,-100,-100,-100
31,2,60,0,-80,-100,-100,-100,-100,-100,-100
32,4,30,0,-100,-100,-100,-47,-100,-100,-100
33,4,32,0,-100,-100,-100,-49,-100,-100,-100
34,4,34,0,-100,-100,-100,-54,-100,-100,-100
35,4,36,0,-91,-100,-100,-59,-100,-100,-100
36,4,38,0,-89,-100,-100,-64,-100,-100,-100
37,4,40,0,-88,-100,-100,-68,-100,-100,-100
38,4,42,0,-87,-100,-100,-72,-100,-100,-100
39,4,44,0,-85,-100,-100,-75,-100,-100,-100
40,4,46,0,-84,-100,-100,-77,-100,-100,-100
41,4,48,0,-83,-100,-100,-80,-100,-100,-100
42,4,50,0,-81,-100,-100,-82,-100,-100,-100
43,4,52,0,-80,-100,-100,-84,-100,-100,-100
44,4,54,0,-79,-100,-100,-86,-100,-100,-100
45,4,56,0,-78,-100,-100,-88,-100,-100,-100
46,4,58,0,-78,-100,-100,-89,-100,-100,-100
47,4,60,0,-78,-100,-100,-100,-100,-100,-100
48,6,30,0,-100,-100,-100,-55,-100,-100,-100
49,6,32,0,-100,-100,-100,-57,-100,-100,-100
50,6,34,0,-91,-100,-100,-59,-100,-100,-100
51,6,36,0,-90,-100,-100,-63,-100,-100,-100
52,6,38,0,-88,-100,-100,-67,-100,-100,-100
53,6,40,0,-87,-100,-100,-70,-100,-100,-100
54,6,42,0,-85,-100,-100,-73,-100,-100,-100
55,6,44,0,-84,-100,-100,-76,-100,-100,-100
56,6,46,0,-82,-100,-100,-78,-100,-100,-100
57,6,48,0,-81,-100,-100,-80,-100,-100,-100
58,6,50,0,-79,-100,-100,-82,-100,-100,-100
59,6,52,0,-78,-100,-100,-84,-100,-100,-100
60,6,54,0,-77,-100,-100,-86,-100,-100,-100
